,id,Type,query,value
6855,144,rising,schwartzman,178100
6856,144,rising,shapovalov,174500
6857,144,rising,fognini,141050
6858,144,rising,diego schwartzman,132550
6859,144,rising,khachanov,127250
6860,144,rising,hurkacz,126600
6861,144,rising,denis shapovalov,120700
6862,144,rising,jannik sinner,118650
6863,144,rising,grigor dimitrov,115700
6864,144,rising,fabio fognini,114100
6865,144,rising,bautista agut,112450
6866,144,rising,zverev,107000
6867,144,rising,tsitsipas,102500
6868,144,rising,marton fucsovics girlfriend,99150
6869,144,rising,frances tiafoe,97750
6870,144,rising,novak djokovic vs marton fucsovics,93300
6871,144,rising,cameron norrie,92950
6872,144,rising,lloyd harris,92600
6873,144,rising,hubert hurkacz,89950
6874,145,top,berrettini tennis,100
6875,145,top,tennis,93
6876,145,top,tennis matteo berrettini,92
6877,145,top,atp,68
6878,145,top,berrettini atp,67
6879,145,top,wimbledon,67
6880,145,top,matteo berrettini wimbledon,64
6881,145,top,matteo berrettini atp,60
6882,145,top,berrettini djokovic,58
6883,145,top,djokovic,56
6884,145,top,sinner,48
6885,145,top,nadal,38
6886,145,top,us open,37
6887,145,top,matteo berrettini us open,37
6888,145,top,novak djokovic,27
6889,145,top,jannik sinner,26
6890,145,top,federer,26
6891,145,top,tomljanovic,26
6892,145,top,fognini,24
6893,145,top,matteo berrettini ajla tomljanovic,23
6894,145,top,ajla tomljanovic,23
6895,145,top,berrettini fidanzata,22
6896,145,top,fidanzata matteo berrettini,22
6897,145,top,australian open,21
6898,145,top,berrettini oggi,21
6899,145,rising,wimbledon,406800
6900,145,rising,berrettini djokovic,354350
6901,145,rising,djokovic,345050
6902,145,rising,sinner,292800
6903,145,rising,nadal,234900
6904,145,rising,us open,227000
6905,145,rising,jannik sinner,160600
6906,145,rising,federer,158650
6907,145,rising,tomljanovic,156150
6908,145,rising,matteo berrettini ajla tomljanovic,137750
6909,145,rising,ajla tomljanovic,137550
6910,145,rising,berrettini fidanzata,132150
6911,145,rising,fidanzata matteo berrettini,131900
6912,145,rising,berrettini oggi,126800
6913,145,rising,rafael nadal,120300
6914,145,rising,tsitsipas,109600
6915,145,rising,sonego,108850
6916,145,rising,wimbledon 2021,106500
6917,145,rising,musetti,106350
6918,145,rising,roger federer,97800
6919,145,rising,monfils,92200
6920,145,rising,alcaraz,87150
6921,145,rising,ruud,82300
6922,145,rising,hurkacz,77000
6923,145,rising,alexander zverev,74250
6924,146,top,mikael ymer tennis,100
6925,146,top,tennis,99
6926,146,top,ymer tennis,99
6927,146,top,ymer elias,67
6928,146,top,mikael ymer vs,64
6929,146,top,mikael ymer atp,62
6930,146,top,ymer atp,61
6931,146,top,atp,61
6932,146,top,ymer mikael ranking,44
6933,146,top,ymer ranking,44
6934,146,top,roland garros,39
6935,146,top,sinner,34
6936,146,top,wimbledon,24
6937,146,top,mikael ymer wimbledon,23
6938,146,top,tsitsipas,22
6939,146,top,monfils,20
6940,146,top,jannik sinner,19
6941,146,top,djokovic,19
6942,146,top,australian open,18
6943,146,top,mikael ymer australian open,18
6944,146,top,french open,18
6945,146,top,alcaraz,15
6946,146,top,nadal,14
6947,146,top,ruusuvuori,14
6948,146,top,kyrgios,13
6949,146,rising,monfils,225400
6950,146,rising,french open,197300
6951,146,rising,alcaraz,162100
6952,146,rising,nadal,156000
6953,146,rising,ruusuvuori,152750
6954,146,rising,aliassime,131600
6955,146,rising,carlos alcaraz,122200
6956,146,rising,mikael ymer classement,115650
6957,146,rising,murray,113250
6958,146,rising,auger aliassime,109950
6959,146,rising,mikael ymer prediction,107200
6960,146,rising,emil ruusuvuori,106550
6961,146,rising,musetti,106250
6962,146,rising,stefanos tsitsipas,101400
6963,146,rising,andy murray,98850
6964,146,rising,medvedev,90450
6965,146,rising,gael monfils,86700
6966,146,rising,nick kyrgios,86650
6967,146,rising,novak djokovic,85550
6968,146,rising,fognini,79900
6969,146,rising,us open,76900
6970,146,rising,richard gasquet,76050
6971,146,rising,khachanov,73700
6972,146,rising,karatsev,71750
6973,146,rising,frances tiafoe,71700
6974,147,top,raonic tennis,100
6975,147,top,milos raonic tennis,99
6976,147,top,tennis,99
6977,147,top,shapovalov,75
6978,147,top,denis shapovalov,60
6979,147,top,milos raonic australian open,55
6980,147,top,australian open,55
6981,147,top,djokovic,55
6982,147,top,felix,52
6983,147,top,milos raonic atp,51
6984,147,top,atp,50
6985,147,top,felix auger,46
6986,147,top,aliassime,46
6987,147,top,federer,45
6988,147,top,auger aliassime,44
6989,147,top,nadal,41
6990,147,top,novak,41
6991,147,top,felix auger aliassime,41
6992,147,top,novak djokovic,36
6993,147,top,milos raonic wimbledon,36
6994,147,top,wimbledon,36
6995,147,top,bouchard,31
6996,147,top,roger federer,29
6997,147,top,andreescu,28
6998,147,top,milos raonic us open,26
6999,147,rising,australian open 2019,74500
7000,147,rising,stefanos tsitsipas,73450
7001,147,rising,australian open 2020,60600
7002,147,rising,leylah fernandez,52300
7003,147,rising,camille ringoir,47050
7004,147,rising,wimbledon 2019,43750
7005,147,rising,us open 2018,37250
7006,147,rising,félix auger-aliassime,36200
7007,147,rising,fucsovics,34350
7008,147,rising,berrettini,32300
7009,147,rising,ugo humbert,31300
7010,147,rising,felix auger,29400
7011,147,rising,leylah annie fernandez,26450
7012,147,rising,milos raonic us open 2020,26000
7013,147,rising,tennys sandgren,24500
7014,147,rising,us open tennis 2018,24450
7015,147,rising,australian open 2021,23100
7016,147,rising,matteo berrettini,21100
7017,147,rising,andrey rublev,16350
7018,147,rising,coco gauff,16050
7019,147,rising,john millman,16000
7020,147,rising,márton fucsovics,15400
7021,147,rising,brayden schnur,14600
7022,147,rising,dennis novak,14350
7023,147,rising,auger aliassime,14150
7024,148,top,kyrgios tennis,100
7025,148,top,nick kyrgios tennis,99
7026,148,top,tennis,97
7027,148,top,wimbledon,88
7028,148,top,nick kyrgios wimbledon,88
7029,148,top,nadal,78
7030,148,top,nick kyrgios nadal,75
7031,148,top,djokovic,56
7032,148,top,nick kyrgios djokovic,54
7033,148,top,federer,40
7034,148,top,nick kyrgios girlfriend,39
7035,148,top,us open nick kyrgios,38
7036,148,top,us open,37
7037,148,top,novak djokovic,36
7038,148,top,rafael nadal,35
7039,148,top,rafael nadal nick kyrgios,34
7040,148,top,nick kyrgios ranking,34
7041,148,top,atp,33
7042,148,top,nick kyrgios atp,33
7043,148,top,australian open,32
7044,148,top,novak djokovic nick kyrgios,32
7045,148,top,roger federer,25
7046,148,top,nick kyrgios net worth,23
7047,148,top,wimbledon 2022,20
7048,148,top,nick kyrgios wimbledon 2022,19
7049,148,rising,wimbledon 2022,145450
7050,148,rising,nick kyrgios wimbledon 2022,133400
7051,148,rising,tsitsipas,129650
7052,148,rising,daniil medvedev,60950
7053,148,rising,costeen hatzi,53600
7054,148,rising,sinner,46650
7055,148,rising,berrettini,36250
7056,148,rising,nick kyrgios wimbledon 2021,31450
7057,148,rising,coco gauff,30900
7058,148,rising,cameron norrie,30100
7059,148,rising,carlos alcaraz,29450
7060,148,rising,australian open 2022,29050
7061,148,rising,nick kyrgios australian open 2022,28450
7062,148,rising,wimbledon 2019,27750
7063,148,rising,nick kyrgios australian open 2020,27300
7064,148,rising,nakashima,26450
7065,148,rising,casper ruud,25950
7066,148,rising,garin,23600
7067,148,rising,emma raducanu,23350
7068,148,rising,nick kyrgios girlfriend 2020,22450
7069,148,rising,matteo berrettini,22200
7070,148,rising,nick kyrgios vs medvedev,20700
7071,148,rising,australian open 2021,18350
7072,148,rising,nick kyrgios girlfriend 2022,17950
7073,148,rising,ugo humbert,17500
7074,149,top,tennis,100
7075,149,top,nikoloz basilashvili atp,60
7076,149,top,atp,60
7077,149,top,us open,38
7078,149,top,nikoloz basilashvili ranking,34
7079,149,top,nadal,34
7080,149,top,federer,32
7081,149,top,murray,31
7082,149,top,indian wells,28
7083,149,top,andy murray,28
7084,149,top,wimbledon,25
7085,149,top,nikoloz basilashvili live,24
7086,149,top,norrie,22
7087,149,top,tsitsipas,19
7088,149,top,roger federer,18
7089,149,top,rublev,18
7090,149,top,zverev,18
7091,149,top,cameron norrie,18
7092,149,top,djokovic,17
7093,149,top,taylor fritz,16
7094,149,top,nikoloz basilashvili wife,15
7095,149,top,alcaraz,14
7096,149,top,australian open,14
7097,149,top,rafael nadal,14
7098,149,top,us open 2018,13
7099,149,rising,murray,320900
7100,149,rising,indian wells,289800
7101,149,rising,andy murray,283050
7102,149,rising,norrie,229950
7103,149,rising,tsitsipas,190150
7104,149,rising,zverev,186250
7105,149,rising,cameron norrie,185400
7106,149,rising,djokovic,172550
7107,149,rising,nikoloz basilashvili wife,149500
7108,149,rising,us open 2018,134000
7109,149,rising,us open tennis,127500
7110,149,rising,andrey rublev,124050
7111,149,rising,shapovalov,123500
7112,149,rising,nikoloz basilashvili girlfriend,120550
7113,149,rising,berrettini,103600
7114,149,rising,carlos alcaraz,100200
7115,149,rising,struff,98800
7116,149,rising,medvedev,96200
7117,149,rising,denis shapovalov,88900
7118,149,rising,nikoloz basilashvili instagram,85950
7119,149,rising,del potro,84750
7120,149,rising,tiafoe,77500
7121,149,rising,matteo berrettini,76850
7122,149,rising,indian wells 2021,76350
7123,149,rising,nikoloz basilashvili charlotte helen,73900
7124,150,top,nadal,100
7125,150,top,federer,75
7126,150,top,rafael nadal novak djokovic,66
7127,150,top,rafael nadal,63
7128,150,top,roger federer,59
7129,150,top,tennis,54
7130,150,top,tennis novak djokovic,53
7131,150,top,novak djokovic news,35
7132,150,top,djokovic news,34
7133,150,top,novak djokovic vs,31
7134,150,top,wimbledon novak djokovic,29
7135,150,top,wimbledon,28
7136,150,top,novak djokovic atp,25
7137,150,top,atp,25
7138,150,top,vesti,24
7139,150,top,novak djokovic us open,22
7140,150,top,novak djokovic vesti,21
7141,150,top,australian open,21
7142,150,top,us open,21
7143,150,top,novak djokovic australian open,21
7144,150,top,novak djokovic live,15
7145,150,top,novak djokovic roland garros,11
7146,150,top,novak djokovic net worth,11
7147,150,top,roland garros,11
7148,150,top,novak djokovic wife,11
7149,150,rising,novak djokovic covid,57850
7150,150,rising,berrettini,34900
7151,150,rising,carlos alcaraz,33750
7152,150,rising,wimbledon 2022,26750
7153,150,rising,wimbledon 2021,23550
7154,150,rising,tsitsipas,22150
7155,150,rising,matteo berrettini,21350
7156,150,rising,novak djokovic australian open 2022,19200
7157,150,rising,australian open 2022,19150
7158,150,rising,us open 2021,18250
7159,150,rising,novak djokovic us open 2021,18150
7160,150,rising,australian open 2021,16950
7161,150,rising,us open 2020,16400
7162,150,rising,novak djokovic us open 2020,16300
7163,150,rising,stefanos tsitsipas,14200
7164,150,rising,australian open 2020,13800
7165,150,rising,jannik sinner,13450
7166,150,rising,cameron norrie,11800
7167,150,rising,emma raducanu,11200
7168,150,rising,roland garros 2021,9800
7169,150,rising,alcaraz,9400
7170,150,rising,wimbledon 2019,8750
7171,150,rising,roland garros 2022,8200
7172,150,rising,andrey rublev,7650
7173,150,rising,iga swiatek,7300
7174,151,top,pablo andujar vs,100
7175,151,top,andujar atp,71
7176,151,top,atp,71
7177,151,top,andujar tennis,71
7178,151,top,pablo andujar tennis,70
7179,151,top,ranking pablo andujar,49
7180,151,top,pablo andújar,38
7181,151,top,nadal,38
7182,151,top,andujar tenis,31
7183,151,top,pablo andujar tenis,31
7184,151,top,thiem,28
7185,151,top,federer,26
7186,151,top,roland garros,25
7187,151,top,atp ranking,18
7188,151,top,tenista pablo andujar,17
7189,151,top,alcaraz,17
7190,151,top,djokovic,17
7191,151,top,pablo andujar ranking atp,17
7192,151,top,us open,16
7193,151,top,carreño,15
7194,151,top,pablo carreño,14
7195,151,top,delbonis,14
7196,151,top,andujar alba pablo,14
7197,151,top,pablo andujar hoy,13
7198,151,top,rafael nadal,12
7199,151,rising,alcaraz,152300
7200,151,rising,carlos alcaraz,110050
7201,151,rising,schwartzman,107250
7202,151,rising,dominic thiem,102700
7203,151,rising,sonego,99700
7204,151,rising,davidovich,83050
7205,151,rising,sonego lorenzo,80550
7206,151,rising,diego schwartzman,73950
7207,151,rising,ruud,72000
7208,151,rising,pablo andujar sofascore,70800
7209,151,rising,shapovalov,70750
7210,151,rising,pedro martinez,69250
7211,151,rising,federico delbonis,68000
7212,151,rising,medvedev,66800
7213,151,rising,casper ruud,63950
7214,151,rising,roland garros 2021,63300
7215,151,rising,tsitsipas,63000
7216,151,rising,ugo humbert,61400
7217,151,rising,berrettini,60300
7218,151,rising,sinner,59150
7219,151,rising,cecchinato,58600
7220,151,rising,marcos giron,58300
7221,151,rising,alex de minaur,57800
7222,151,rising,jaume munar,57500
7223,151,rising,roberto carballes,53500
7224,152,top,tennis,100
7225,152,top,tennis pablo carreno busta,97
7226,152,top,carreno busta tennis,97
7227,152,top,pablo carreño,61
7228,152,top,pablo carreño busta,59
7229,152,top,djokovic pablo carreno busta,57
7230,152,top,pablo carreno busta atp,57
7231,152,top,djokovic,56
7232,152,top,atp,55
7233,152,top,pablo carreno busta ranking,39
7234,152,top,zverev,37
7235,152,top,pablo carreno busta prediction,36
7236,152,top,nadal,36
7237,152,top,novak djokovic pablo carreno busta,35
7238,152,top,novak djokovic,34
7239,152,top,agut,30
7240,152,top,us open,29
7241,152,top,bautista agut,29
7242,152,top,shapovalov,26
7243,152,top,medvedev,24
7244,152,top,thiem,22
7245,152,top,schwartzman,22
7246,152,top,khachanov,22
7247,152,top,djokovic vs carreno busta,22
7248,152,top,alexander zverev,21
7249,152,rising,medvedev,230250
7250,152,rising,casper ruud,160750
7251,152,rising,sinner,160650
7252,152,rising,daniil medvedev,139100
7253,152,rising,alcaraz,130700
7254,152,rising,carlos alcaraz,116150
7255,152,rising,sonego,106700
7256,152,rising,stefanos tsitsipas,106000
7257,152,rising,pablo carreno busta vs zverev,105800
7258,152,rising,jannik sinner,103850
7259,152,rising,matteo berrettini,95950
7260,152,rising,hubert hurkacz pablo carreno busta,95400
7261,152,rising,hubert hurkacz,95300
7262,152,rising,alex de minaur,91750
7263,152,rising,pablo carreno busta vs karen khachanov,89750
7264,152,rising,lorenzo sonego,80300
7265,152,rising,felix auger,74800
7266,152,rising,felix auger aliassime,70150
7267,152,rising,bublik,68750
7268,152,rising,casper ruud vs pablo carreno busta,66600
7269,152,rising,sebastian korda,63700
7270,152,rising,pablo carreno busta vs nishikori,63150
7271,152,rising,svitolina,61300
7272,152,rising,tommy paul,60600
7273,152,rising,us open 2020,57800
7274,153,top,pablo cuevas vs,100
7275,153,top,atp,91
7276,153,top,pablo cuevas atp,89
7277,153,top,tennis,71
7278,153,top,cuevas tennis,71
7279,153,top,pablo cuevas tennis,70
7280,153,top,juan pablo cuevas,48
7281,153,top,pablo cuevas ranking,45
7282,153,top,pablo cuevas roland garros,41
7283,153,top,cuevas pablo hoy,39
7284,153,top,roland garros,39
7285,153,top,tenis,31
7286,153,top,carlos cuevas,28
7287,153,top,martin cuevas,26
7288,153,top,nadal,24
7289,153,top,ranking atp,23
7290,153,top,pablo cuevas ranking atp,22
7291,153,top,thiem,20
7292,153,top,federer,19
7293,153,top,djokovic,19
7294,153,top,schwartzman,18
7295,153,top,tsitsipas,17
7296,153,top,french open,16
7297,153,top,paloma cuevas,15
7298,153,top,garin,15
7299,153,rising,garin,108100
7300,153,rising,jarry,93600
7301,153,rising,stefanos tsitsipas,68350
7302,153,rising,tiafoe,67650
7303,153,rising,federico coria,66550
7304,153,rising,nicolas jarry,58650
7305,153,rising,casper ruud,57350
7306,153,rising,pablo anuel,42400
7307,153,rising,londero,39250
7308,153,rising,hurkacz,38600
7309,153,rising,hugo dellien,38200
7310,153,rising,john isner,37750
7311,153,rising,taylor fritz,35050
7312,153,rising,alex de minaur,34550
7313,153,rising,laslo djere,34500
7314,153,rising,juan pablo cuevas cornershop,34300
7315,153,rising,berrettini,32800
7316,153,rising,musetti,32400
7317,153,rising,cristian garin,31450
7318,153,rising,enrique ponce,29450
7319,153,rising,astrid cuevas,29150
7320,153,rising,roland garros 2021,28800
7321,153,rising,radu albot,28700
7322,153,rising,bernabe zapata miralles,28600
7323,153,rising,dennis novak,27800
7324,154,top,tennis pierre hugues herbert,100
7325,154,top,mahut herbert,100
7326,154,top,mahut,99
7327,154,top,pierre hugues herbert mahut,99
7328,154,top,tennis,98
7329,154,top,herbert tennis,97
7330,154,top,herbert pierre hugues atp,78
7331,154,top,atp,78
7332,154,top,pierre hugues herbert nicolas mahut,78
7333,154,top,nicolas mahut,77
7334,154,top,herbert atp,77
7335,154,top,nicolas mahut pierre hugues herbert,77
7336,154,top,roland garros pierre hugues herbert,69
7337,154,top,paire,66
7338,154,top,roland garros,66
7339,154,top,benoit paire pierre hugues herbert,54
7340,154,top,paire benoit,53
7341,154,top,pierre hugues herbert classement,50
7342,154,top,classement atp pierre hugues herbert,30
7343,154,top,classement atp,29
7344,154,top,herbert pierre-hugues,23
7345,154,top,femme pierre hugues herbert,23
7346,154,top,zverev,22
7347,154,top,pierre hugues herbert ranking,21
7348,154,top,federer,20
7349,154,rising,humbert,134300
7350,154,rising,medvedev,110850
7351,154,rising,sinner,81000
7352,154,rising,bublik,56300
7353,154,rising,pierre hugues herbert et nicolas mahut,50400
7354,154,rising,roland garros direct,49900
7355,154,rising,shapovalov,49900
7356,154,rising,benoît paire,44950
7357,154,rising,sinner tennis,43200
7358,154,rising,roland garros 2018,41550
7359,154,rising,pierre hugues herbert compagne,40600
7360,154,rising,santoro,39000
7361,154,rising,hugo gaston,38300
7362,154,rising,humbert tennis,37400
7363,154,rising,de minaur,36100
7364,154,rising,jannik sinner,35200
7365,154,rising,nishikori,35050
7366,154,rising,stefanos tsitsipas,33800
7367,154,rising,stan wawrinka,33400
7368,154,rising,mikhail kukushkin,32050
7369,154,rising,age benoit paire,30350
7370,154,rising,pierre hugues herbert enfant,29650
7371,154,rising,cameron norrie,28950
7372,154,rising,alex de minaur,25800
7373,154,rising,alexander bublik,24550
7374,155,top,federer,100
7375,155,top,djokovic,96
7376,155,top,rafael nadal djokovic,96
7377,155,top,roger federer rafael nadal,82
7378,155,top,roger federer,81
7379,155,top,novak,74
7380,155,top,rafael nadal novak djokovic,65
7381,155,top,novak djokovic,65
7382,155,top,tennis,58
7383,155,top,tennis rafael nadal,58
7384,155,top,rafael nadal vs,33
7385,155,top,rafael nadal wimbledon,29
7386,155,top,nadal roland garros,29
7387,155,top,roland garros rafael nadal,29
7388,155,top,wimbledon,29
7389,155,top,roland garros,29
7390,155,top,rafael nadal atp,28
7391,155,top,atp,28
7392,155,top,rafael nadal news,26
7393,155,top,french open,22
7394,155,top,rafael nadal french open,22
7395,155,top,australian open,21
7396,155,top,rafael nadal australian open,20
7397,155,top,rafael nadal us open,20
7398,155,top,us open,19
7399,155,rising,carlos alcaraz,68200
7400,155,rising,alcaraz,51700
7401,155,rising,rafael nadal wimbledon 2022,32050
7402,155,rising,wimbledon 2022,31950
7403,155,rising,berrettini,18900
7404,155,rising,rafael nadal australian open 2022,18700
7405,155,rising,rafael nadal us open 2019,18300
7406,155,rising,us open 2019,18300
7407,155,rising,medvedev,16950
7408,155,rising,wimbledon 2019,16650
7409,155,rising,tsitsipas,16600
7410,155,rising,daniil medvedev,14350
7411,155,rising,us open 2022,13500
7412,155,rising,stefanos tsitsipas,12950
7413,155,rising,matteo berrettini,12150
7414,155,rising,australian open 2021,12000
7415,155,rising,french open 2022,12000
7416,155,rising,jannik sinner,11950
7417,155,rising,rafael nadal vs medvedev,11650
7418,155,rising,australian open 2019,11450
7419,155,rising,rafael nadal roland garros 2020,10900
7420,155,rising,roland garros 2021,10850
7421,155,rising,australian open 2020,10800
7422,155,rising,french open 2019,9650
7423,155,rising,roland garros 2022,9500
7424,156,top,tennis,100
7425,156,top,opelka tennis,100
7426,156,top,reilly opelka vs,57
7427,156,top,atp,56
7428,156,top,opelka atp,56
7429,156,top,reilly opelka atp,55
7430,156,top,isner,50
7431,156,top,john isner,40
7432,156,top,nadal,39
7433,156,top,reilly opelka height,33
7434,156,top,us open,26
7435,156,top,reilly opelka ranking,26
7436,156,top,reilly opelka us open,26
7437,156,top,wimbledon,25
7438,156,top,fritz,22
7439,156,top,taylor fritz,20
7440,156,top,rafael nadal,20
7441,156,top,kyrgios,18
7442,156,top,medvedev,17
7443,156,top,djokovic,17
7444,156,top,tsitsipas,15
7445,156,top,schwartzman,14
7446,156,top,shapovalov,14
7447,156,top,nick kyrgios,14
7448,156,top,indian wells,13
7449,156,rising,tennis,1075100
7450,156,rising,opelka tennis,1073150
7451,156,rising,reilly opelka atp,594650
7452,156,rising,isner,537900
7453,156,rising,john isner,432700
7454,156,rising,nadal,422750
7455,156,rising,reilly opelka height,359800
7456,156,rising,us open,278550
7457,156,rising,reilly opelka ranking,278250
7458,156,rising,wimbledon,270000
7459,156,rising,taylor fritz,217000
7460,156,rising,rafael nadal,211050
7461,156,rising,kyrgios,189400
7462,156,rising,medvedev,187400
7463,156,rising,djokovic,179400
7464,156,rising,tsitsipas,160400
7465,156,rising,shapovalov,153150
7466,156,rising,nick kyrgios,146250
7467,156,rising,indian wells,141200
7468,156,rising,australian open,139650
7469,156,rising,federer,129200
7470,156,rising,zverev,122350
7471,156,rising,denis shapovalov,120150
7472,156,rising,diego schwartzman,120100
7473,156,rising,sinner,117000
7474,157,top,gasquet tennis,100
7475,157,top,tennis,100
7476,157,top,richard gasquet tennis,99
7477,157,top,nadal,69
7478,157,top,richard gasquet atp,59
7479,157,top,atp,58
7480,157,top,federer,47
7481,157,top,roland garros,37
7482,157,top,richard gasquet roland garros,37
7483,157,top,rafael nadal,34
7484,157,top,rafael nadal richard gasquet,33
7485,157,top,monfils,31
7486,157,top,roger federer,29
7487,157,top,us open,28
7488,157,top,djokovic,27
7489,157,top,richard gasquet ranking,26
7490,157,top,wimbledon,25
7491,157,top,tsonga,24
7492,157,top,gael monfils,20
7493,157,top,murray,18
7494,157,top,simon gilles,18
7495,157,top,andy murray,16
7496,157,top,richard gasquet age,16
7497,157,top,femme richard gasquet,15
7498,157,top,richard gasquet wife,15
7499,157,rising,hugo gaston,91950
7500,157,rising,alcaraz,86000
7501,157,rising,korda,81700
7502,157,rising,norrie,72350
7503,157,rising,shapovalov,68400
7504,157,rising,diego schwartzman,65900
7505,157,rising,rublev,60650
7506,157,rising,carlos alcaraz,57950
7507,157,rising,berrettini,57850
7508,157,rising,botic van de zandschulp,53350
7509,157,rising,roland garros 2022,52750
7510,157,rising,casper ruud,50950
7511,157,rising,cameron norrie,50450
7512,157,rising,ugo humbert,49600
7513,157,rising,denis shapovalov,48750
7514,157,rising,alex de minaur,45150
7515,157,rising,us open 2022,45000
7516,157,rising,musetti,44650
7517,157,rising,sinner,41950
7518,157,rising,wimbledon 2021,40500
7519,157,rising,matteo berrettini,39350
7520,157,rising,lloyd harris,37600
7521,157,rising,corentin moutet,37350
7522,157,rising,stefanos tsitsipas,36650
7523,157,rising,lorenzo musetti,35600
7524,158,top,tennis,100
7525,158,top,roberto bautista agut atp,75
7526,158,top,atp,75
7527,158,top,wimbledon,71
7528,158,top,djokovic,68
7529,158,top,nadal,48
7530,158,top,novak djokovic,40
7531,158,top,federer,40
7532,158,top,novak djokovic roberto bautista agut,40
7533,158,top,australian open,37
7534,158,top,tsitsipas,36
7535,158,top,roberto bautista agut ranking,35
7536,158,top,medvedev,32
7537,158,top,sinner,30
7538,158,top,thiem,27
7539,158,top,rafael nadal,27
7540,158,top,stefanos tsitsipas,25
7541,158,top,rublev,25
7542,158,top,roger federer,23
7543,158,top,murray,22
7544,158,top,wimbledon 2019,22
7545,158,top,daniil medvedev,21
7546,158,top,roberto bautista agut prediction,21
7547,158,top,dominic thiem,21
7548,158,top,jannik sinner,20
7549,158,rising,sinner,281950
7550,158,rising,stefanos tsitsipas,233550
7551,158,rising,rublev,230200
7552,158,rising,wimbledon 2019,200700
7553,158,rising,daniil medvedev,198500
7554,158,rising,jannik sinner,182050
7555,158,rising,berrettini,174950
7556,158,rising,andrey rublev,158250
7557,158,rising,felix auger,151050
7558,158,rising,hurkacz,137800
7559,158,rising,felix auger aliassime,131300
7560,158,rising,matteo berrettini,130100
7561,158,rising,atp cup,126600
7562,158,rising,denis shapovalov,120850
7563,158,rising,taylor fritz,117250
7564,158,rising,hubert hurkacz,111100
7565,158,rising,korda,105600
7566,158,rising,guido pella,105400
7567,158,rising,basilashvili,104750
7568,158,rising,tiafoe,103050
7569,158,rising,opelka,101600
7570,158,rising,australian open 2019,84650
7571,158,rising,nikoloz basilashvili,82050
7572,158,rising,carlos alcaraz,81550
7573,158,rising,french open,81100
7574,159,top,haase tennis,100
7575,159,top,robin haase tennis,98
7576,159,top,tennis,97
7577,159,top,atp,67
7578,159,top,atp robin haase,66
7579,159,top,robin haase federer,37
7580,159,top,federer,37
7581,159,top,robin haase ranking,31
7582,159,top,robin haase live,31
7583,159,top,roger federer,21
7584,159,top,bertens,18
7585,159,top,goffin,18
7586,159,top,kiki bertens,18
7587,159,top,zverev,14
7588,159,top,wimbledon,14
7589,159,top,robin haase wimbledon,13
7590,159,top,andy murray,13
7591,159,top,nadal,13
7592,159,top,robin haase instagram,12
7593,159,top,david goffin,12
7594,159,top,djokovic,12
7595,159,top,robin haase vs federer,12
7596,159,top,robin haase classement,11
7597,159,top,us open,11
7598,159,top,shapovalov,11
7599,159,rising,garin,93600
7600,159,rising,atp rotterdam,68250
7601,159,rising,khachanov,66650
7602,159,rising,kyrgios,59250
7603,159,rising,quentin halys,58250
7604,159,rising,tallon griekspoor,54000
7605,159,rising,nikoloz basilashvili,44500
7606,159,rising,malek jaziri,42100
7607,159,rising,karen khachanov,42000
7608,159,rising,ugo humbert,39850
7609,159,rising,andrey rublev,39200
7610,159,rising,cameron norrie,36950
7611,159,rising,berrettini,34200
7612,159,rising,john millman,33600
7613,159,rising,hugo gaston,30800
7614,159,rising,oscar otte,29800
7615,159,rising,atp live ranking,28850
7616,159,rising,evan zhu,26650
7617,159,rising,marius copil,25900
7618,159,rising,taro daniel,23850
7619,159,rising,nicolás jarry,23700
7620,159,rising,arantxa rus,22300
7621,159,rising,christian garin,21350
7622,159,rising,raemon sluiter,21050
7623,159,rising,thomas fabbiano,21000
7624,160,top,nadal,100
7625,160,top,roger federer nadal,96
7626,160,top,djokovic,73
7627,160,top,rafael nadal,65
7628,160,top,tennis,62
7629,160,top,roger federer rafael nadal,62
7630,160,top,tennis roger federer,61
7631,160,top,novak,50
7632,160,top,novak djokovic,46
7633,160,top,wimbledon,37
7634,160,top,wimbledon roger federer,35
7635,160,top,atp,24
7636,160,top,roger federer atp,24
7637,160,top,roger federer 2018,23
7638,160,top,roger federer news,22
7639,160,top,roger federer australian open,21
7640,160,top,roger federer net worth,20
7641,160,top,australian open,20
7642,160,top,serena williams,16
7643,160,top,roger federer us open,16
7644,160,top,us open,16
7645,160,top,on roger federer,13
7646,160,top,roger federer french open,12
7647,160,top,french open,12
7648,160,top,roger federer live,11
7649,160,rising,wimbledon 2019,43600
7650,160,rising,roger federer wimbledon 2019,29450
7651,160,rising,roger federer wimbledon 2021,29400
7652,160,rising,wimbledon 2021,29150
7653,160,rising,us open 2019,20500
7654,160,rising,australian open 2020,19300
7655,160,rising,wimbledon 2022,18650
7656,160,rising,roger federer wimbledon 2022,18650
7657,160,rising,tsitsipas,17450
7658,160,rising,berrettini,17000
7659,160,rising,roger federer us open 2019,12950
7660,160,rising,australian open 2021,12200
7661,160,rising,roger federer australian open 2021,12150
7662,160,rising,french open 2019,10800
7663,160,rising,stefanos tsitsipas,9650
7664,160,rising,carlos alcaraz,9350
7665,160,rising,coco gauff,8850
7666,160,rising,medvedev,8450
7667,160,rising,australian open 2019,6950
7668,160,rising,roger federer french open 2021,6900
7669,160,rising,roger federer net worth 2020,6800
7670,160,rising,roger federer australian open 2020,5950
